,FOD_ID,FIRE_NAME,DISCOVERY_DATE,STAT_CAUSE_DESCR,CONT_DATE,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE,distance,date_time,air_temperature,relative_humidity,wind_speed,precipitation
6794,300338409,COUNTRY,2015-01-26 00:00:00,Miscellaneous,2015-01-26 00:00:00,0.1,A,37.051019,-122.158357,CA,5.5225,201501261200.0,7.229999999999999,69.5,0.5575,814.07
2403,300230940,,2015-01-26 00:00:00,Equipment Use,,0.5,B,34.166666,-119.166666,CA,4.75,201501261200.0,14.825,53.24500000000001,1.815,
1002,300204489,JEFFERIES,2015-01-27 00:00:00,Campfire,2015-01-27 00:00:00,0.1,A,34.23444444,-116.90277778,CA,2.4,201501271200.0,2.6300000000000003,93.33333333333331,0.99,352.04400000000004
3200,300282779,,2015-01-27 00:00:00,Miscellaneous,,0.13,A,39.109228,-121.06561,CA,5.46,201501271200.0,10.193333333333333,64.0,0.0,545.0840000000002
6993,300348247,,2015-01-27 00:00:00,Missing/Undefined,,0.11,A,34.933333000000005,-118.883333,CA,3.055,201501271200.0,8.895,90.5,4.465,172.97400000000005
1452,300206778,HYAMPOM,2015-01-28 00:00:00,Debris Burning,,0.1,A,40.57194444,-123.43583333,CA,7.76,201501281200.0,3.33,88.5,0.45,370.45900000000006
6585,300328376,HERITAGE RANCH MARINA SLO,2015-01-28 00:00:00,Missing/Undefined,,1.0,B,35.731913,-120.904072,CA,5.33,201501281200.0,3.33,99.0,0.9,259.842
2055,300209695,# 10 REFUSE RD,2015-01-28 00:00:00,Debris Burning,2015-01-28 00:00:00,0.3,B,39.8186,-123.2758,CA,5.78,201501281200.0,4.46,93.0,0.0,
7001,300348274,BORDER,2015-01-28 00:00:00,Missing/Undefined,,0.1,A,32.576754,-116.62753899999998,CA,3.3475,201501281200.0,11.25,65.25,3.6875,173.99
6724,300333573,HIGHLAND,2015-01-28 00:00:00,Debris Burning,2015-01-28 00:00:00,0.5,B,33.067084,-116.988775,CA,2.95,201501281200.0,10.176666666666668,61.83333333333334,2.083333333333333,152.654
6372,300318611,WHITE,2015-01-28 00:00:00,Debris Burning,2015-01-28 00:00:00,0.61,B,39.122666,-120.96375,CA,4.010000000000002,201501281200.0,4.25,73.66666666666667,0.225,637.54
99,300201848,CALTRANS 1,2015-01-29 00:00:00,Debris Burning,2015-01-30 00:00:00,0.1,A,40.74555556,-121.4675,CA,9.91,201501291200.0,3.89,69.0,2.23,217.678
6320,300318152,CHEROKEE RD / SCHIRMER RD,2015-01-29 00:00:00,Arson,2015-01-29 00:00:00,1.0,B,39.56676,-121.555176,CA,6.81,201501291200.0,7.603333333333333,90.41666666666669,1.0133333333333334,379.73
1453,300206779,BIG,2015-01-29 00:00:00,Debris Burning,,0.1,A,40.71638889,-123.28638889,CA,1.41,201501291200.0,3.89,99.0,0.0,506.73
6334,300318207,W OGDEN ST / GRAY ST,2015-01-29 00:00:00,Miscellaneous,,1.0,B,34.158594,-117.361656,CA,5.386,201501291200.0,13.195,62.0,2.2375,230.378
6239,300313557,QUAIL,2015-01-29 00:00:00,Debris Burning,2015-01-29 00:00:00,0.14,A,39.090798,-120.966777,CA,4.44,201501291200.0,4.0,86.0,0.0,617.22
6394,300320722,I 15  S/ DEER SPRINGS R 2,2015-01-30 00:00:00,Debris Burning,,0.1,A,33.182846999999995,-117.116865,CA,3.1500000000000004,201501301200.0,12.9175,72.25,0.45,
1744,300209196,VOL. ASSIST # 2,2015-01-30 00:00:00,Missing/Undefined,2015-01-30 00:00:00,0.1,A,41.0275,-123.6642,CA,4.728,201501301200.0,6.3900000000000015,85.0,1.3425,665.9245000000002
1745,300209197,LITTLE MOON # 1,2015-01-30 00:00:00,Arson,2015-01-30 00:00:00,0.1,A,41.0322,-123.6672,CA,4.674,201501301200.0,6.3900000000000015,85.0,1.3425,665.9245000000002
2444,300237117,DEL RIO,2015-01-30 00:00:00,Debris Burning,2015-01-30 00:00:00,1.0,B,38.264523,-120.32908,CA,7.376666666666666,201501301200.0,4.8133333333333335,59.0,7.15,319.532
857,300204329,DEBRIS,2015-01-30 00:00:00,Debris Burning,,0.1,A,33.64527778,-117.41777778,CA,4.8325,201501301200.0,14.03,56.5,2.1225,168.65599999999995
6474,300323527,HILL,2015-01-31 00:00:00,Missing/Undefined,2015-01-31 00:00:00,0.1,A,39.742172,-121.52512,CA,4.246666666666666,201501311200.0,12.076666666666664,24.5,3.246666666666666,740.7909999999998
6314,300316190,HASSLER,2015-01-31 00:00:00,Debris Burning,2015-01-31 00:00:00,0.1,A,38.759734,-120.739245,CA,2.733333333333334,201501311200.0,10.026666666666666,39.335,2.9266666666666663,
6595,300328459,MOUNTAIN VIEW RD  BRANCIF,2015-01-31 00:00:00,Debris Burning,2015-01-31 00:00:00,0.1,A,37.055246,-121.974942,CA,3.6325,201501311200.0,7.8450000000000015,96.25,0.4425,
6694,300333232,SCOTT,2015-01-31 00:00:00,Miscellaneous,2015-01-31 00:00:00,0.61,B,38.83235300000001,-121.101741,CA,4.46,201501311200.0,10.946666666666667,44.5,1.885,488.69599999999997
6886,300343281,HILLCREST,2015-01-31 00:00:00,Debris Burning,2015-01-31 00:00:00,0.23,A,39.107329,-120.971683,CA,4.5,201501311200.0,4.973333333333334,68.66666666666667,0.895,617.22
6686,300333204,HIGHWAY,2015-02-01 00:00:00,Miscellaneous,2015-02-01 00:00:00,1.0,B,38.886584,-121.220953,CA,5.605,201502011200.0,6.5725,70.17,1.97,287.782
2445,300237240,AVERY,2015-02-01 00:00:00,Debris Burning,2015-02-01 00:00:00,1.0,B,38.197517,-120.419283,CA,6.09,201502011200.0,4.0325,73.5,0.67,320.548
6229,300313501,CALAVERAS,2015-02-01 00:00:00,Missing/Undefined,2015-02-01 00:00:00,0.01,A,37.498083,-121.832433,CA,5.325,201502011200.0,12.36,31.5,1.0075,302.387
6422,300321050,STAGECOACH RD  NUEV,2015-02-01 00:00:00,Debris Burning,2015-02-01 00:00:00,0.01,A,33.799801,-117.075726,CA,9.5,201502011200.0,5.78,100.0,1.65,
2446,300237256,BIG HILL,2015-02-02 00:00:00,Debris Burning,2015-02-02 00:00:00,1.0,B,38.051533,-120.353033,CA,4.2775,201502021200.0,7.305,100.0,0.125,327.025
6772,300336108,GRAYBAR,2015-02-02 00:00:00,Debris Burning,2015-02-02 00:00:00,0.25,A,38.892045,-120.861697,CA,4.49,201502021200.0,10.0,,,489.712
1337,300206644,LEE SUMMIT,2015-02-02 00:00:00,Debris Burning,,27.1,C,39.90027778,-120.82722222,CA,6.7825000000000015,201502021200.0,1.3050000000000002,88.0,0.4866666666666666,373.634
1496,300206823,SWEET,2015-02-02 00:00:00,Campfire,,4.8,B,37.56611111,-119.88361111,CA,5.203333333333333,201502021200.0,7.78,76.0,2.015,229.95466666666667
883,300204355,ROAD,2015-02-03 00:00:00,Smoking,,0.1,A,33.11277778,-116.81888889,CA,2.872,201502031200.0,11.888,50.2,1.3419999999999999,172.21200000000005
6476,300323539,GRIZZLY,2015-02-03 00:00:00,Missing/Undefined,2015-02-03 00:00:00,0.1,A,38.672246,-120.565596,CA,4.576666666666667,201502031200.0,6.75,69.0,0.9,398.4413333333334
749,300204220,SAND,2015-02-03 00:00:00,Equipment Use,2015-02-03 00:00:00,0.1,A,34.59805556,-118.71083333,CA,6.3925,201502031200.0,12.593333333333335,38.0,2.3833333333333333,151.0665
3641,300289981,,2015-02-03 00:00:00,Missing/Undefined,,0.1,A,33.802986,-118.018753,CA,3.3475,201502031200.0,13.8675,95.58666666666666,0.74,
2139,300209780,BARK,2015-02-04 00:00:00,Debris Burning,2015-02-04 00:00:00,1.1,B,36.04919,-118.698,CA,8.852500000000003,201502041200.0,6.945,26.0,1.785,135.76299999999998
6462,300323448,EAGLE PEAK RD  WOOD,2015-02-04 00:00:00,Miscellaneous,2015-02-04 00:00:00,0.1,A,33.862445,-117.368113,CA,5.525,201502041200.0,9.7275,87.0,0.785,102.616
1387,300206698,BONNIE,2015-02-04 00:00:00,Campfire,2015-02-04 00:00:00,0.1,A,34.23222222,-117.28527778,CA,5.12,201502041200.0,7.963333333333334,47.66666666666666,0.8966666666666666,162.814
6167,300310928,APPLE,2015-02-04 00:00:00,Debris Burning,2015-02-04 00:00:00,0.1,A,38.755888,-120.67391299999998,CA,5.68,201502041200.0,10.5125,38.345,1.846666666666667,372.872
6948,300345839,BUMMERVILLE,2015-02-05 00:00:00,Miscellaneous,2015-02-06 00:00:00,0.25,A,38.402583,-120.505835,CA,6.2575,201502051200.0,12.3625,25.0,1.79,380.15333333333336
2447,300237313,WHISKEY,2015-02-05 00:00:00,Debris Burning,2015-02-05 00:00:00,12.0,C,38.241053,-120.564129,CA,5.866666666666667,201502051200.0,12.0,25.0,1.2733333333333334,345.186
2401,300230732,,2015-02-05 00:00:00,Equipment Use,,1.0,B,41.367821,-122.897834,CA,6.02,201502051200.0,11.67,36.0,8.49,57.912
6862,300341005,MURRAY,2015-02-06 00:00:00,Debris Burning,2015-02-06 00:00:00,2.0,B,38.230594,-120.59542,CA,6.373333333333334,201502061200.0,17.61666666666667,21.5,3.33,345.186
1300,300206607,CHANDLER,2015-02-06 00:00:00,Miscellaneous,2015-02-06 00:00:00,0.23,A,39.935,-120.8675,CA,4.33,201502061200.0,12.956666666666665,22.66666666666667,5.433333333333334,401.574
6761,300336035,SLUG,2015-02-06 00:00:00,Debris Burning,2015-02-06 00:00:00,0.31,B,38.589046,-120.594867,CA,6.755,201502061200.0,14.345,20.0,1.34,407.162
1217,300206509,HOT SPRINGS,2015-02-06 00:00:00,Debris Burning,,0.25,A,36.12916667,-121.61972222,CA,4.7925,201502061200.0,12.5825,78.75,5.05,748.538
1336,300206643,GREENHORN,2015-02-06 00:00:00,Debris Burning,,6.72,B,39.91666667,-120.73333333,CA,4.595,201502061200.0,7.744999999999999,30.0,1.11,332.486
6180,300311065,KENTUCKY,2015-02-06 00:00:00,Miscellaneous,2015-02-06 00:00:00,0.04,A,39.25132,-121.13048899999998,CA,4.175,201502061200.0,15.56,32.0,2.68,498.475
2832,300262292,MEADOWS,2015-02-06 00:00:00,Miscellaneous,2015-02-06 00:00:00,1.0,B,40.010103,-121.628667,CA,8.2375,201502061200.0,10.056666666666667,47.0,3.125,877.824
1296,300206601,MOHAWK,2015-02-06 00:00:00,Miscellaneous,2015-02-06 00:00:00,0.2,A,39.80666667,-120.65055556,CA,7.63,201502061200.0,4.39,,,332.486
902,300204376,AIRPORT,2015-02-06 00:00:00,Miscellaneous,,0.5,B,37.62472222,-118.84194444,CA,3.81,201502061200.0,7.505,20.585,5.665,
6419,300321031,DONNER,2015-02-06 00:00:00,Miscellaneous,2015-02-06 00:00:00,1.0,B,39.329448,-120.18228,CA,2.3325,201502061200.0,9.573333333333332,24.95,5.326666666666667,175.514
1078,300204568,MACKEY,2015-02-06 00:00:00,Debris Burning,2015-02-06 00:00:00,0.1,A,39.45583333,-121.03527778,CA,4.905,201502061200.0,11.67,36.0,8.05,654.304
6814,300338525,LATROBE,2015-02-06 00:00:00,Miscellaneous,2015-02-06 00:00:00,0.5,B,38.602851,-121.024658,CA,7.6400000000000015,201502061200.0,17.073333333333334,32.5,3.8,300.228
1713,300209148,ROUND,2015-02-06 00:00:00,Missing/Undefined,2015-02-16 00:00:00,6533.0,G,37.4536,-118.5842,CA,7.3066666666666675,201502061200.0,5.553333333333334,31.5,2.01,199.39
1712,300209147,VAN DYKE,2015-02-06 00:00:00,Miscellaneous,2015-02-13 00:00:00,509.0,E,38.2153,-119.2333,CA,6.0233333333333325,201502061200.0,8.504999999999999,35.16,5.0600000000000005,60.706
1079,300204570,HARDING,2015-02-06 00:00:00,Debris Burning,2015-02-06 00:00:00,0.01,A,39.60805556,-120.34888889,CA,8.9,201502061200.0,9.22,,,195.58
6377,300318638,,2015-02-06 00:00:00,Debris Burning,,0.31,B,38.58657103,-120.58765018,CA,6.705,201502061200.0,14.345,20.0,1.34,407.162
6645,300330935,FARISH,2015-02-06 00:00:00,Debris Burning,2015-02-06 00:00:00,0.25,A,38.689425,-120.88313,CA,4.443333333333333,201502061200.0,18.146666666666665,23.0,3.436666666666667,300.228
6343,300318459,KERSTEN,2015-02-06 00:00:00,Debris Burning,2015-02-06 00:00:00,0.3,B,38.282875,-120.523253,CA,1.75,201502061200.0,16.67,21.5,3.575,345.186
6344,300318466,TOYON,2015-02-06 00:00:00,Debris Burning,2015-02-06 00:00:00,0.25,A,38.214968,-120.762493,CA,6.19,201502061200.0,19.85,22.0,3.3366666666666664,264.16
6627,300328607,,2015-02-06 00:00:00,Miscellaneous,,12.0,C,39.93649511,-120.86239179,CA,4.34,201502061200.0,12.956666666666665,22.66666666666667,5.433333333333334,401.574
2222,300218308,PARKING LOT 3,2015-02-06 00:00:00,Miscellaneous,2015-02-06 00:00:00,0.1,A,37.192558,-120.824639,CA,6.0775,201502061200.0,12.9275,79.5,3.43,134.112
272,300202048,SPRING GARDEN,2015-02-06 00:00:00,Debris Burning,2015-02-06 00:00:00,15.9,C,39.88527778,-120.80222222,CA,6.796666666666668,201502061200.0,9.976666666666668,24.0,2.565,386.969
2448,300237319,AMERICAN,2015-02-06 00:00:00,Debris Burning,2015-02-06 00:00:00,1.0,B,38.496003,-120.759706,CA,8.44,201502061200.0,18.01,18.96,5.14,
2449,300237320,WOODS,2015-02-06 00:00:00,Debris Burning,2015-02-06 00:00:00,3.0,B,38.247567,-120.3318,CA,6.9433333333333325,201502061200.0,12.223333333333334,26.0,9.39,319.532
2450,300237328,MILLER,2015-02-06 00:00:00,Debris Burning,2015-02-06 00:00:00,1.0,B,39.335986,-121.05129,CA,6.763333333333333,201502061200.0,14.78,29.2,2.885,533.2729999999998
2009,300209573,PATTERSON,2015-02-06 00:00:00,Missing/Undefined,2015-02-06 00:00:00,0.5,B,41.5333,-120.1833,CA,5.6400000000000015,201502061200.0,9.833333333333334,23.57,7.814999999999999,293.2006666666667
2833,300262307,ROCKY,2015-02-06 00:00:00,Miscellaneous,2015-02-06 00:00:00,1.0,B,36.405254,-121.910481,CA,7.565,201502061200.0,10.0,89.0,1.34,614.934
6408,300320974,SANBORN,2015-02-07 00:00:00,Miscellaneous,,0.05,A,37.235354,-122.061397,CA,3.898,201502071200.0,15.122,91.6,0.716,
6823,300338560,REMOUR,2015-02-07 00:00:00,Miscellaneous,2015-02-07 00:00:00,0.01,A,41.2775,-122.3006,CA,3.9325,201502071200.0,8.7975,74.9175,2.8375,804.672
850,300204321,24,2015-02-07 00:00:00,Miscellaneous,,0.2,A,32.88055556,-116.42333333,CA,0.57,201502071200.0,6.385,27.85,6.445,208.534
6672,300331077,WASHINGTON,2015-02-07 00:00:00,Miscellaneous,2015-02-07 00:00:00,0.01,A,39.31371,-120.926824,CA,5.9975000000000005,201502071200.0,8.7075,99.0,3.61,800.4810000000001
1562,300208795,SEMINOLE,2015-02-07 00:00:00,Missing/Undefined,2015-02-07 00:00:00,0.1,A,32.736999999999995,-115.995,CA,4.875,201502071200.0,19.17,15.0,4.245,81.28
1116,300206395,DITCH,2015-02-08 00:00:00,Lightning,,0.01,A,38.93694444,-120.47944444,CA,9.72,201502081200.0,6.11,96.0,0.45,677.672
6842,300340859,BEACH,2015-02-08 00:00:00,Miscellaneous,,1.0,B,40.997222,-124.11638899999998,CA,4.0600000000000005,201502081200.0,13.98,64.0,2.06,
6530,300326015,P5,2015-02-10 00:00:00,Missing/Undefined,,0.5,B,37.048017,-118.233133,CA,4.44,201502101200.0,8.01,33.3,,
1746,300209198,BRIDGE 1,2015-02-10 00:00:00,Arson,2015-02-10 00:00:00,0.1,A,41.0597,-123.685,CA,1.893333333333333,201502101200.0,4.725,94.5,1.12,776.4780000000001
197,300201965,MDF DG BFSMU01 HAGER,2015-02-11 00:00:00,Campfire,2015-02-12 00:00:00,0.1,A,41.77694444,-120.76444444,CA,7.165,201502111200.0,1.6949999999999998,66.0,1.79,139.065
3668,300290013,,2015-02-11 00:00:00,Missing/Undefined,,0.01,A,33.166666,-117.3,CA,4.798,201502111200.0,11.59,59.95399999999999,0.6659999999999999,
1566,300208804,BELLA,2015-02-11 00:00:00,Missing/Undefined,2015-02-11 00:00:00,0.1,A,34.085086,-116.537317,CA,8.819999999999997,201502111200.0,9.798,32.5,0.866,28.702
6219,300313470,OCEANO DUNES PIER RAMP SL,2015-02-11 00:00:00,Miscellaneous,,0.02,A,35.10556500000001,-120.630422,CA,6.04,201502111200.0,13.526666666666666,62.05333333333334,2.53,
1738,300209182,LANDS END,2015-02-12 00:00:00,Campfire,2015-02-12 00:00:00,0.1,A,37.7869,-122.5061,CA,5.056666666666667,201502121200.0,12.526666666666666,78.5,0.45,421.894
1567,300208805,SAND,2015-02-13 00:00:00,Equipment Use,2015-02-13 00:00:00,0.1,A,32.934631,-115.08731,CA,5.68,201502131200.0,15.0,29.0,0.9,28.194000000000006
6804,300338488,AVOCA,2015-02-14 00:00:00,Debris Burning,2015-02-14 00:00:00,0.1,A,37.523717,-119.979019,CA,4.793333333333333,201502141200.0,10.556666666666667,71.0,1.79,298.78866666666664
6576,300328182,LILAC LN  DEER_PARK,2015-02-14 00:00:00,Debris Burning,,0.01,A,38.540784,-122.468786,CA,5.236666666666666,201502141200.0,11.15,100.0,1.18,798.068
6163,300310909,DEER PARK RD / SANITARIUM,2015-02-14 00:00:00,Debris Burning,,0.01,A,38.543688,-122.467841,CA,5.293333333333333,201502141200.0,11.15,100.0,1.18,798.068
1568,300208806,RAIL,2015-02-14 00:00:00,Equipment Use,2015-02-14 00:00:00,0.1,A,32.952286,-115.085722,CA,5.3,201502141200.0,19.44,39.0,1.34,28.194000000000006
6931,300345758,SUMMIT TRL  ST_HELENA,2015-02-14 00:00:00,Debris Burning,,0.25,A,38.523767,-122.556303,CA,5.9766666666666675,201502141200.0,12.783333333333333,50.0,0.45,798.068
6287,300316026,SHADOW,2015-02-14 00:00:00,Miscellaneous,,0.01,A,35.545472,-120.820271,CA,9.63,201502141200.0,5.56,97.0,0.0,355.6
6657,300330992,BALE GRIST MILL ST_HELENA,2015-02-14 00:00:00,Debris Burning,,0.01,A,38.541679,-122.508727,CA,5.796666666666668,201502141200.0,11.15,100.0,1.18,798.068
2451,300238433,OREGON,2015-02-15 00:00:00,Debris Burning,2015-02-15 00:00:00,1.0,B,39.381833,-121.18085,CA,6.2475,201502151200.0,9.813333333333333,40.5,4.245,672.4649999999998
1216,300206508,PARADISE,2015-02-16 00:00:00,Miscellaneous,,0.1,A,34.54972222,-119.81638889,CA,5.006,201502161200.0,11.552,67.8,2.15,255.778
6716,300333535,SILVER,2015-02-16 00:00:00,Arson,,0.1,A,34.304722,-117.3125,CA,5.9,201502161200.0,8.703333333333333,44.5,0.225,72.009
6917,300345492,HOBIE,2015-02-16 00:00:00,Debris Burning,2015-02-16 00:00:00,0.1,A,38.945625,-121.142777,CA,5.4425,201502161200.0,10.1975,68.88333333333334,1.6133333333333333,576.072
982,300204465,PINE,2015-02-16 00:00:00,Arson,2015-02-16 00:00:00,0.1,A,33.75083333,-116.74194444,CA,4.3966666666666665,201502161200.0,8.149999999999999,43.66666666666666,0.8933333333333334,130.42899999999997
6982,300348149,BLAIR,2015-02-16 00:00:00,Miscellaneous,,1.0,B,33.037203000000005,-116.410598,CA,9.59,201502161200.0,13.34,30.0,6.26,
6436,300321125,OCEAN3,2015-02-16 00:00:00,Miscellaneous,,0.01,A,40.978882,-124.121319,CA,3.21,201502161200.0,11.11,92.69,2.06,
3225,300286264,RIVER,2015-02-16 00:00:00,Missing/Undefined,2015-02-16 00:00:00,1.0,B,40.158,-123.797867,CA,4.57,201502161200.0,8.33,99.0,0.45,918.464
849,300204320,INTERSTATE,2015-02-17 00:00:00,Miscellaneous,2015-02-17 00:00:00,0.1,A,32.83361111,-116.73027778,CA,1.9925,201502171200.0,6.949999999999998,83.0,0.2475,
848,300204319,ANDERSON,2015-02-18 00:00:00,Equipment Use,2015-02-18 00:00:00,0.1,A,32.85444444,-116.74194444,CA,2.216666666666667,201502181200.0,11.63,46.33333333333334,0.7166666666666668,
6607,300328497,I 8  E/ TAVERN RD,2015-02-18 00:00:00,Missing/Undefined,,0.01,A,32.83985,-116.779471,CA,0.9866666666666668,201502181200.0,13.296666666666667,45.0,0.57,
6860,300340991,MOUNTAIN CHARLIE RD / HAR,2015-02-18 00:00:00,Debris Burning,,0.1,A,37.127675,-121.992578,CA,4.908,201502181200.0,10.010000000000002,92.8,0.268,417.576
6439,300323169,HAPPY,2015-02-18 00:00:00,Debris Burning,2015-02-18 00:00:00,0.01,A,39.211191,-121.051842,CA,1.5833333333333333,201502181200.0,8.076666666666666,80.735,0.0,665.7339999999998
6487,300323615,HARLEY JOHN RD / CAJALCO,2015-02-19 00:00:00,Debris Burning,2015-02-19 00:00:00,0.01,A,33.834365000000005,-117.353694,CA,5.87,201502191200.0,9.85,89.8275,0.5750000000000001,102.616
6825,300338564,ALDERPOINT RD / DYERVILLE,2015-02-19 00:00:00,Debris Burning,,0.1,A,40.12877,-123.69774,CA,6.5425,201502191200.0,9.445,93.5,0.675,884.3644999999998
6719,300333551,WOODLAND WY  SHINGLETOWN,2015-02-19 00:00:00,Missing/Undefined,,0.01,A,40.507421,-121.81107,CA,6.0633333333333335,201502191200.0,8.58,68.0,0.0,702.2253333333333
6233,300313521,SMITH CREEK RD  SHINGLETO,2015-02-19 00:00:00,Debris Burning,,0.01,A,40.500398,-121.82944,CA,5.78,201502191200.0,8.58,68.0,0.0,702.2253333333333
6659,300331012,,2015-02-19 00:00:00,Miscellaneous,,0.01,A,35.583333,-118.5,CA,6.9775,201502191200.0,7.0975,65.25,1.675,137.8585
6890,300343289,WHEATLAND,2015-02-20 00:00:00,Debris Burning,2015-02-20 00:00:00,0.01,A,39.101291,-121.125752,CA,6.94,201502201200.0,5.746666666666667,89.5,0.0,665.7339999999998
3655,300289996,,2015-02-20 00:00:00,Missing/Undefined,,0.01,A,38.66142,-121.336881,CA,4.626,201502201200.0,10.762,86.53200000000001,0.39799999999999996,
6763,300336060,,2015-02-20 00:00:00,Miscellaneous,,0.01,A,34.883333,-118.9,CA,5.215,201502201200.0,5.6975,58.25,1.3425,75.184
6348,300318473,STAGE,2015-02-21 00:00:00,Missing/Undefined,2015-02-21 00:00:00,0.1,A,41.358217,-122.375283,CA,3.2325,201502211200.0,2.4325,65.965,1.385,899.922
6702,300333472,WEBSTER,2015-02-21 00:00:00,Debris Burning,2015-02-21 00:00:00,0.4,B,40.853121,-121.90201100000002,CA,4.35,201502211200.0,5.1400000000000015,59.0,2.5,1162.304
907,300204382,DRUEY,2015-02-22 00:00:00,Arson,,0.1,A,41.79027778,-123.38388889,CA,4.95,201502221200.0,-1.11,53.0,7.15,770.6360000000002
6999,300348259,RED HILL RD / ED POWERS R,2015-02-22 00:00:00,Missing/Undefined,,0.1,A,37.361417,-118.46515,CA,4.002000000000002,201502221200.0,4.903999999999999,32.541999999999994,2.665,36.83
2691,300253356,,2015-02-22 00:00:00,Debris Burning,,2.0,B,39.294929,-121.037299,CA,5.0825,201502221200.0,7.587499999999999,40.2825,2.1975,531.622
6727,300333592,ROME,2015-02-22 00:00:00,Debris Burning,2015-02-22 00:00:00,1.5,B,39.305885,-121.0403,CA,5.5775000000000015,201502221200.0,7.587499999999999,40.2825,2.1975,531.622
2266,300225705,VERNON,2015-02-22 00:00:00,Equipment Use,2015-02-22 00:00:00,4.0,B,38.944681,-121.163115,CA,6.0200000000000005,201502221200.0,7.14,99.66666666666669,0.19,462.915
6652,300330969,NORTH,2015-02-22 00:00:00,Arson,2015-02-22 00:00:00,0.01,A,40.593544,-122.25473999999998,CA,6.862500000000002,201502221200.0,11.735,32.835,6.973333333333334,582.168
1096,300206373,MEADOW,2015-02-22 00:00:00,Debris Burning,,20.0,C,38.97694444,-120.375,CA,6.85,201502221200.0,1.11,52.0,10.73,771.6519999999998
2452,300238728,OAK,2015-02-22 00:00:00,Debris Burning,2015-02-22 00:00:00,1.0,B,39.162477,-121.204498,CA,8.829999999999998,201502221200.0,7.35,48.5,0.67,495.55400000000003
6666,300331040,PENTZ,2015-02-22 00:00:00,Arson,2015-02-23 00:00:00,0.01,A,39.671114,-121.57176499999998,CA,5.6825,201502221200.0,10.19,34.0,6.67,731.6046666666667
6321,300318153,CHEROKEE,2015-02-22 00:00:00,Arson,2015-02-22 00:00:00,0.1,A,39.653115,-121.551587,CA,6.5025,201502221200.0,10.19,34.0,6.67,731.6046666666667
6398,300320745,RYANS,2015-02-22 00:00:00,Debris Burning,2015-02-22 00:00:00,0.25,A,39.226013,-120.943855,CA,3.98,201502221200.0,5.58,53.2825,2.333333333333333,795.2739999999999
2454,300238748,PONDEROSA,2015-02-23 00:00:00,Debris Burning,2015-02-23 00:00:00,15.0,C,40.615333,-121.862667,CA,3.736666666666667,201502231200.0,2.9966666666666666,17.0,2.68,702.2253333333333
2392,300230489,,2015-02-23 00:00:00,Equipment Use,,0.1,A,39.294866,-121.0155,CA,5.2825000000000015,201502231200.0,4.4775,29.125,3.2725,531.622
6673,300331083,WILD,2015-02-23 00:00:00,Debris Burning,2015-02-23 00:00:00,0.17,A,38.297127,-122.208105,CA,7.786666666666666,201502231200.0,9.816666666666666,23.22,4.91,603.504
6457,300323229,TABLE,2015-02-23 00:00:00,Debris Burning,2015-02-23 00:00:00,0.25,A,39.014954,-121.058108,CA,3.19,201502231200.0,7.303333333333334,27.896666666666665,1.3033333333333337,
6962,300345948,RIDGEWAY,2015-02-23 00:00:00,Debris Burning,2015-02-23 00:00:00,0.01,A,38.75789,-120.585153,CA,6.895999999999999,201502231200.0,4.364,26.69,5.4833333333333325,591.9893333333333
3675,300290021,,2015-02-23 00:00:00,Missing/Undefined,,0.02,A,34.783333,-120.166666,CA,7.22,201502231200.0,4.475,95.0,0.67,230.124
6332,300318186,S1,2015-02-23 00:00:00,Miscellaneous,,0.1,A,38.501,-122.737,CA,3.6625,201502231200.0,12.095,17.6175,4.3375,1055.37
2453,300238744,RANCH,2015-02-23 00:00:00,Debris Burning,2015-02-23 00:00:00,1.0,B,38.468036,-122.35948799999998,CA,7.0025,201502231200.0,9.57,60.5,4.7799999999999985,725.932
6797,300338444,SWAN,2015-02-23 00:00:00,Miscellaneous,2015-02-23 00:00:00,0.1,A,40.501768,-121.831135,CA,5.683333333333334,201502231200.0,2.9966666666666666,17.0,2.68,702.2253333333333
2834,300263200,COHASSET,2015-02-23 00:00:00,Miscellaneous,2015-02-23 00:00:00,1.0,B,39.943064,-121.729452,CA,6.596666666666668,201502231200.0,4.449999999999998,27.5,2.46,792.48
6780,300336146,NICOLLE,2015-02-23 00:00:00,Miscellaneous,2015-02-23 00:00:00,0.01,A,39.302862,-121.02095,CA,5.5950000000000015,201502231200.0,4.4775,29.125,3.2725,531.622
3656,300289997,,2015-02-24 00:00:00,Missing/Undefined,,0.01,A,38.617245,-121.290935,CA,4.1720000000000015,201502241200.0,3.0060000000000002,66.98400000000001,1.14,
3640,300289979,,2015-02-24 00:00:00,Missing/Undefined,,0.01,A,40.407579,-120.666931,CA,3.7,201502241200.0,-6.380000000000001,51.0,0.9,256.032
6459,300323311,,2015-02-24 00:00:00,Debris Burning,,0.01,A,34.666666,-119.333333,CA,1.56,201502241200.0,0.0,94.0,0.0,169.16400000000004
1415,300206727,SUMMIT,2015-02-25 00:00:00,Campfire,2015-02-25 00:00:00,0.1,A,34.23944444,-116.90666667,CA,2.473333333333333,201502251200.0,-4.11,79.66666666666667,1.0033333333333334,150.622
6194,300313160,DOGWOOD DR  MS,2015-02-25 00:00:00,Debris Burning,2015-02-25 00:00:00,0.01,A,41.376283,-122.384117,CA,4.136000000000001,201502251200.0,3.734,34.764,1.822,899.922
