,FOD_ID,FIRE_NAME,DISCOVERY_DATE,STAT_CAUSE_DESCR,CONT_DATE,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE,distance,date_time,air_temperature,relative_humidity,wind_speed,precipitation
5547,300308036,DEER,2015-10-14 00:00:00,Missing/Undefined,,2.0,B,38.202177,-122.619619,CA,3.686666666666667,201510141200.0,15.296666666666667,84.375,0.49,
6004,300308528,E CHILDS AV / HUPP ST,2015-10-14 00:00:00,Arson,2015-10-14 00:00:00,1.0,B,37.287921,-120.309675,CA,6.57,201510141200.0,16.593333333333334,73.0,0.5733333333333334,
783,300204254,EAST,2015-10-15 00:00:00,Lightning,2015-10-15 00:00:00,0.1,A,34.37694444,-117.66833333,CA,4.4750000000000005,201510151200.0,15.2575,76.33333333333333,0.5966666666666667,27.432
5515,300308004,13TH ST IC,2015-10-15 00:00:00,Lightning,2015-10-15 00:00:00,1.0,B,34.12308,-117.24213600000002,CA,1.92,201510151200.0,21.11,,0.0,14.224
6131,300308665,IRON,2015-10-15 00:00:00,Children,2015-10-15 00:00:00,0.1,A,40.605,-122.460717,CA,2.76,201510151200.0,19.76,42.5,1.12,219.32900000000004
1557,300208785,PALMAS,2015-10-15 00:00:00,Lightning,2015-10-22 00:00:00,77.2,C,33.4844,-115.8367,CA,1.46,201510151200.0,25.56,71.0,4.47,2.794
6002,300308525,PIERCE,2015-10-15 00:00:00,Miscellaneous,2015-10-15 00:00:00,0.2,A,33.608687,-116.112083,CA,4.915,201510151200.0,23.15,82.38,1.775,
5971,300308491,CONLEY,2015-10-15 00:00:00,Miscellaneous,2015-10-15 00:00:00,0.01,A,40.27611,-123.63528,CA,6.826666666666667,201510151200.0,15.56,53.0,0.0,12.446
5631,300308121,E BIG BEAR BL /S MAPLE LN,2015-10-15 00:00:00,Lightning,,100.0,D,34.261333,-116.826478,CA,2.4275,201510151200.0,10.7075,94.1375,0.34500000000000003,111.252
1277,300206581,BIG,2015-10-15 00:00:00,Debris Burning,2015-10-15 00:00:00,0.1,A,40.80166667,-123.60277778,CA,8.23,201510151200.0,15.74,61.0,0.3,37.338
1419,300206731,CREEK,2015-10-15 00:00:00,Lightning,,0.1,A,35.74833333,-118.57666667,CA,7.34,201510151200.0,17.036666666666665,79.33333333333333,1.9366666666666663,109.05066666666666
6043,300308570,THORN 2,2015-10-15 00:00:00,Lightning,2015-10-15 00:00:00,0.1,A,36.439571,-118.906631,CA,3.52,201510151200.0,19.076666666666664,81.66666666666667,1.4333333333333331,
1917,300209441,HOMER,2015-10-15 00:00:00,Lightning,2015-11-02 00:00:00,0.1,A,36.3817,-118.743897,CA,7.042000000000001,201510151200.0,15.556,86.6,2.022,146.64266666666666
1886,300209367,SMITH,2015-10-15 00:00:00,Lightning,2015-10-19 00:00:00,0.1,A,34.049640000000004,-116.26964,CA,6.702000000000001,201510151200.0,20.778000000000002,54.6,2.0420000000000003,46.608999999999995
5643,300308136,,2015-10-15 00:00:00,Lightning,,0.01,A,36.315547,-119.332644,CA,4.1525,201510151200.0,22.2475,72.08666666666666,0.935,
6052,300308581,HARRISON ST / AIRPORT BL,2015-10-15 00:00:00,Miscellaneous,2015-10-15 00:00:00,1.0,B,33.631865000000005,-116.181193,CA,3.475,201510151200.0,24.985,71.88,1.22,
5786,300308296,CASTELLANA  E PDES,2015-10-15 00:00:00,Miscellaneous,2015-10-15 00:00:00,0.1,A,33.736642,-116.378849,CA,6.7,201510151200.0,26.49,64.6,1.778,11.938
5834,300308347,22,2015-10-15 00:00:00,Missing/Undefined,2015-10-15 00:00:00,2.0,B,37.069059,-120.274507,CA,7.285,201510151200.0,20.3425,73.0,2.88,
5536,300308025,SANTA FE,2015-10-15 00:00:00,Miscellaneous,2015-10-15 00:00:00,0.1,A,37.331738,-120.527909,CA,4.2925,201510151200.0,19.83,61.36,2.415,
6049,300308577,,2015-10-15 00:00:00,Missing/Undefined,,0.1,A,36.34795,-119.285348,CA,4.7925,201510151200.0,22.2475,72.08666666666666,0.935,
5590,300308079,,2015-10-15 00:00:00,Lightning,,0.02,A,36.336151,-119.308965,CA,4.095,201510151200.0,22.2475,72.08666666666666,0.935,
6071,300308600,WOODHAVEN DR N PDES,2015-10-15 00:00:00,Miscellaneous,2015-10-15 00:00:00,0.01,A,33.749882,-116.308885,CA,4.796666666666667,201510151200.0,26.00333333333333,69.66666666666667,1.7733333333333334,
1215,300206507,FIGUEROA,2015-10-15 00:00:00,Lightning,2015-10-16 00:00:00,0.1,A,34.78916667,-119.95027778,CA,4.95,201510151200.0,17.78,86.0,0.45,21.59
6075,300308604,WOLF,2015-10-15 00:00:00,Arson,2015-10-15 00:00:00,0.25,A,39.080308,-121.128622,CA,6.91,201510151200.0,17.593333333333334,48.3,0.8566666666666666,
1772,300209227,KEYS,2015-10-15 00:00:00,Lightning,2015-10-16 00:00:00,0.1,A,33.93925,-116.18331,CA,5.44,201510151200.0,18.33,68.0,5.37,82.296
5534,300308023,LATONA,2015-10-15 00:00:00,Missing/Undefined,2015-10-15 00:00:00,0.3,B,40.478836,-122.342613,CA,5.18,201510151200.0,15.374,68.71666666666667,0.28500000000000003,12.7
5736,300308241,MOUNTAIN VIEW AV  INDO,2015-10-15 00:00:00,Lightning,2015-10-15 00:00:00,0.01,A,33.733452,-116.231792,CA,2.73,201510151200.0,26.00333333333333,69.66666666666667,1.7733333333333334,
5909,300308425,,2015-10-15 00:00:00,Missing/Undefined,,0.2,A,34.916666,-120.166666,CA,5.83,201510151200.0,18.89,95.0,0.51,
6032,300308557,JAMIE WY / RANCHO MANANA,2015-10-15 00:00:00,Lightning,2015-10-15 00:00:00,0.1,A,33.743821000000004,-116.398228,CA,6.356,201510151200.0,26.996,62.77200000000001,1.6759999999999995,11.938
324,300202101,FOOTHILL,2015-10-16 00:00:00,Miscellaneous,,1.0,B,34.15416667,-117.23611111,CA,4.346666666666667,201510161200.0,16.665,98.5,0.67,14.224
6001,300308523,CANDLEWOOD,2015-10-16 00:00:00,Equipment Use,2015-10-16 00:00:00,1.0,B,39.346358,-121.234942,CA,6.31,201510161200.0,17.28,55.33333333333334,2.356666666666667,7.3660000000000005
6057,300308586,NEWCASTLE,2015-10-16 00:00:00,Missing/Undefined,2015-10-16 00:00:00,0.04,A,38.872905,-121.131478,CA,4.97,201510161200.0,17.8125,57.223333333333336,2.1,339.598
5795,300308306,VISTA,2015-10-16 00:00:00,Equipment Use,2015-10-16 00:00:00,4.9,B,39.051833,-123.407667,CA,7.685,201510161200.0,13.055,78.0,0.895,17.526
1494,300206821,RUBE,2015-10-16 00:00:00,Lightning,2015-10-16 00:00:00,0.1,A,37.41861111,-119.17277778,CA,6.423333333333335,201510161200.0,6.48,75.0,2.23,23.02933333333333
1873,300209352,PINE CREEK 15,2015-10-16 00:00:00,Arson,2015-10-16 00:00:00,0.2,A,41.0917,-123.7136,CA,5.4833333333333325,201510161200.0,10.0,85.5,0.45,14.732
5855,300308370,TWENTY-FIVE,2015-10-16 00:00:00,Arson,2015-10-16 00:00:00,0.7,B,41.2636,-123.777983,CA,4.51,201510161200.0,10.56,98.0,0.45,2195.068
377,300202162,DRY,2015-10-16 00:00:00,Miscellaneous,,0.5,B,36.01916667,-118.50111111,CA,5.283333333333334,201510161200.0,7.406666666666666,100.0,0.45,40.809333333333335
2219,300218269,SALT 2,2015-10-16 00:00:00,Equipment Use,2015-10-16 00:00:00,1.0,B,37.248889,-120.851667,CA,3.755,201510161200.0,19.655,88.0,0.9,5.334
367,300202152,MCINTYRE,2015-10-16 00:00:00,Lightning,2015-10-16 00:00:00,0.1,A,36.16833333,-118.58472222,CA,6.0699999999999985,201510161200.0,10.555,95.5,0.9,36.83
5521,300308010,WOLF,2015-10-16 00:00:00,Missing/Undefined,2015-10-16 00:00:00,0.03,A,38.859402,-120.86417,CA,7.7333333333333325,201510161200.0,17.916666666666668,,1.47,0.0
1974,300209511,TWENTY-FIVE,2015-10-16 00:00:00,Equipment Use,2015-10-16 00:00:00,0.7,B,41.5322,-124.0108,CA,3.37,201510161200.0,10.31,95.2,0.2,0.0
1427,300206742,BEAR TRAP,2015-10-16 00:00:00,Lightning,,1.6,B,35.43472222,-118.40027778,CA,6.87,201510161200.0,11.11,91.0,0.9,104.902
390,300202177,NELSON,2015-10-16 00:00:00,Lightning,2015-10-16 00:00:00,0.1,A,36.16888889,-118.60055556,CA,5.875,201510161200.0,10.555,95.5,0.9,36.83
1918,300209442,CAHOON,2015-10-16 00:00:00,Lightning,2015-11-02 00:00:00,0.3,B,36.376203,-118.710997,CA,5.365,201510161200.0,13.335,59.5,0.45,202.31099999999998
1092,300204586,LILY FIRE,2015-10-16 00:00:00,Debris Burning,2015-10-16 00:00:00,0.5,B,38.87805556,-120.07777778,CA,4.57,201510161200.0,7.914999999999999,72.97,1.16,11.43
5850,300308365,GRAPEFRUIT BL / PIERCE ST,2015-10-17 00:00:00,Miscellaneous,2015-10-17 00:00:00,0.2,A,33.608687,-116.112083,CA,4.96,201510171200.0,23.88,78.99333333333334,1.593333333333333,
5669,300308163,BLACK,2015-10-17 00:00:00,Lightning,2015-10-17 00:00:00,0.1,A,41.873667,-122.5605,CA,6.197500000000002,201510171200.0,13.125,77.4825,1.25,
2201,300209909,AVALANCHE,2015-10-17 00:00:00,Lightning,2015-10-18 00:00:00,0.1,A,37.66058,-119.7315,CA,5.95,201510171200.0,11.815,84.5,2.3433333333333333,66.675
6328,300318174,MOKELUMNE RIVER LODGE MOK,2015-10-17 00:00:00,Lightning,,0.01,A,38.31256,-120.720318,CA,5.22,201510171200.0,14.45,91.02333333333333,2.32,10.922
5718,300308217,SIERRA,2015-10-17 00:00:00,Debris Burning,2015-10-17 00:00:00,0.1,A,38.859192,-121.224555,CA,5.6099999999999985,201510171200.0,16.7675,92.66666666666669,2.4225,20.574
5722,300308223,AVE 18.5  / RD 25,2015-10-17 00:00:00,Missing/Undefined,2015-10-17 00:00:00,0.05,A,37.01818,-120.092429,CA,4.08,201510171200.0,17.85,85.16499999999998,1.81,
608,300202403,ALPHA,2015-10-17 00:00:00,Lightning,2015-10-17 00:00:00,0.1,A,39.31777778,-120.80833333,CA,3.97,201510171200.0,11.448,94.145,1.955,40.767
621,300202416,RELIEF,2015-10-17 00:00:00,Lightning,2015-10-17 00:00:00,0.1,A,39.35305556,-120.84444444,CA,6.3199999999999985,201510171200.0,11.448,94.145,1.955,40.767
5541,300308030,LUIS,2015-10-17 00:00:00,Missing/Undefined,2015-10-17 00:00:00,0.08,A,35.196058,-120.699171,CA,5.619999999999999,201510171200.0,17.282,88.455,1.238,2.032
5800,300308311,MOSQUITO,2015-10-17 00:00:00,Miscellaneous,2015-10-17 00:00:00,0.1,A,39.009833,-120.807667,CA,7.946666666666667,201510171200.0,12.326666666666668,93.0,0.9,39.539333333333346
1135,300206414,BRYANT,2015-10-17 00:00:00,Lightning,,0.1,A,38.65694444,-120.44222222,CA,6.796666666666668,201510171200.0,14.199999999999998,67.0,0.9,521.716
5778,300308288,PINTO LAKE COUNTY PARK  2,2015-10-17 00:00:00,Miscellaneous,2015-10-17 00:00:00,0.1,A,36.96344600000001,-121.764956,CA,2.7350000000000003,201510171200.0,16.4525,82.465,1.905,3.556
5505,300307993,SWEENEY RD / HAPPY VALLEY,2015-10-17 00:00:00,Lightning,2015-10-17 00:00:00,0.1,A,38.653435,-120.627067,CA,7.165000000000001,201510171200.0,14.2975,83.56666666666666,2.8366666666666664,376.174
1874,300209353,M.P. 14.17,2015-10-17 00:00:00,Arson,2015-10-17 00:00:00,0.1,A,41.0828,-123.6967,CA,2.675,201510171200.0,13.33,91.0,0.9,15.748
6135,300308670,PINTO,2015-10-17 00:00:00,Missing/Undefined,2015-10-17 00:00:00,1.0,B,36.959333,-121.776167,CA,2.4799999999999995,201510171200.0,16.4525,82.465,1.905,3.556
5896,300308412,RED MULE RD  FIDDLETOWN,2015-10-17 00:00:00,Miscellaneous,2015-10-17 00:00:00,0.1,A,38.492023,-120.70443799999998,CA,8.113333333333333,201510171200.0,14.446666666666665,89.925,3.205,11.557
6097,300308627,RECHE CANYON RD  MOVA,2015-10-17 00:00:00,Miscellaneous,2015-10-17 00:00:00,0.01,A,33.96287,-117.189393,CA,6.043333333333332,201510171200.0,18.95,93.0,0.8366666666666668,
6011,300308536,CAMERON,2015-10-17 00:00:00,Arson,2015-10-17 00:00:00,0.25,A,38.696018,-120.989895,CA,8.303333333333333,201510171200.0,15.373333333333335,92.0,0.6,10.16
6106,300308637,DWIGHT,2015-10-17 00:00:00,Arson,2015-10-17 00:00:00,0.1,A,37.404063,-120.704707,CA,8.625,201510171200.0,18.2,,2.67,
5957,300308477,COLEMAN,2015-10-17 00:00:00,Miscellaneous,2015-10-17 00:00:00,7.0,B,37.656967,-121.622633,CA,2.6,201510171200.0,13.33,98.0,13.41,1.524
6770,300336092,,2015-10-18 00:00:00,Missing/Undefined,,0.25,A,38.74818610000001,-120.63865946,CA,5.8775,201510181200.0,10.98,95.0,2.34,779.78
6042,300308569,PLUM,2015-10-18 00:00:00,Miscellaneous,2015-10-18 00:00:00,0.01,A,40.30781500000001,-121.780211,CA,5.376666666666668,201510181200.0,6.830000000000001,97.0,0.45,24.384
20,300201701,SILVER CREEK,2015-10-18 00:00:00,Campfire,2015-10-18 00:00:00,0.1,A,38.36611111,-119.52527778,CA,4.204,201510181200.0,4.2200000000000015,79.54,0.56,41.275
6009,300308534,SALUTI,2015-10-18 00:00:00,Lightning,2015-10-18 00:00:00,0.1,A,38.63241,-120.627623,CA,7.183333333333333,201510181200.0,10.48,100.0,1.285,403.47900000000004
365,300202147,NEEDLE ROCK,2015-10-18 00:00:00,Lightning,2015-10-20 00:00:00,0.1,A,36.11666667,-118.46944444,CA,6.076666666666667,201510181200.0,5.0,100.0,0.45,43.18000000000001
5679,300308173,VALENCIA RD  NCCFD84,2015-10-18 00:00:00,Lightning,2015-10-18 00:00:00,0.1,A,39.31583300000001,-120.876,CA,5.8,201510181200.0,9.556000000000001,98.0,0.15,46.0375
5636,300308129,SCOTT,2015-10-18 00:00:00,Miscellaneous,2015-10-18 00:00:00,0.5,B,38.5275,-120.61,CA,8.915,201510181200.0,11.9475,97.33333333333331,0.45,59.1185
6119,300308651,BRAUER RD  GEORGETOWN,2015-10-18 00:00:00,Debris Burning,,0.01,A,38.920506,-120.798174,CA,2.835,201510181200.0,10.275,96.0,2.23,20.193
5616,300308106,HUDSON,2015-10-18 00:00:00,Missing/Undefined,,0.01,A,36.949897,-120.545399,CA,7.26,201510181200.0,13.78,86.0,0.82,
5821,300308334,GORMAN,2015-10-18 00:00:00,Lightning,2015-10-18 00:00:00,0.1,A,39.0242,-120.7596,CA,7.68,201510181200.0,9.383333333333333,96.0,2.23,47.83666666666666
6087,300308617,COBBLESTONE LN  IGO,2015-10-18 00:00:00,Miscellaneous,2015-10-18 00:00:00,0.1,A,40.473283,-122.51325,CA,8.48,201510181200.0,13.2275,87.0,1.34,223.0755
2202,300209910,SAVAGE,2015-10-18 00:00:00,Lightning,2015-10-19 00:00:00,0.1,A,37.5159,-119.66183,CA,3.9375,201510181200.0,9.72,92.33333333333331,0.45,86.52933333333333
5760,300308266,EDUCATION WY / AVE 52,2015-10-18 00:00:00,Children,2015-10-18 00:00:00,0.01,A,33.6712,-116.158055,CA,3.693333333333333,201510181200.0,25.18666666666667,63.12666666666666,2.0466666666666664,
1093,300204587,SHADY,2015-10-18 00:00:00,Debris Burning,2015-10-18 00:00:00,0.1,A,39.125,-120.16472222,CA,3.0525,201510181200.0,5.7,79.0,1.34,280.6065
6066,300308595,GREENVILLE,2015-10-18 00:00:00,Missing/Undefined,2015-10-18 00:00:00,1.0,B,37.720667,-121.687,CA,5.905,201510181200.0,13.9025,91.1275,4.5225,1028.192
1876,300209355,RICE LN 2,2015-10-19 00:00:00,Arson,2015-10-19 00:00:00,0.1,A,41.0839,-123.6886,CA,2.5700000000000003,201510191200.0,11.67,92.0,0.9,18.034
6092,300308622,LONE PINE AVE  STH_CHICO,2015-10-19 00:00:00,Debris Burning,2015-10-19 00:00:00,0.01,A,39.692125,-121.868865,CA,6.24,201510191200.0,12.5,98.0,0.62,
5491,300307978,LIBERTY,2015-10-19 00:00:00,Missing/Undefined,2015-10-19 00:00:00,0.1,A,40.760483,-124.139617,CA,3.0,201510191200.0,13.52,95.0,0.5966666666666667,
5839,300308353,,2015-10-19 00:00:00,Missing/Undefined,,0.01,A,33.868959999999994,-117.852063,CA,4.960000000000001,201510191200.0,16.11,95.5,2.01,0.508
5921,300308439,,2015-10-19 00:00:00,Missing/Undefined,,0.1,A,38.697761,-121.398368,CA,5.2174999999999985,201510191200.0,13.9925,91.44,1.35,
5504,300307992,DIRT,2015-10-19 00:00:00,Missing/Undefined,2015-10-19 00:00:00,0.1,A,41.252333,-122.096817,CA,6.949999999999998,201510191200.0,2.075,99.0,0.0,49.53
5985,300308507,,2015-10-19 00:00:00,Missing/Undefined,,0.25,A,33.650694,-117.950323,CA,4.326666666666667,201510191200.0,18.706666666666667,88.94,1.2,
6085,300308615,RESERVOIR RD  PALERMO,2015-10-19 00:00:00,Debris Burning,2015-10-19 00:00:00,0.01,A,39.408176,-121.520219,CA,8.076666666666666,201510191200.0,13.316666666666665,94.03666666666668,0.15,19.812
1875,300209354,PEOPLES PARK 3,2015-10-19 00:00:00,Arson,2015-10-20 00:00:00,0.1,A,41.0542,-123.6861,CA,5.2975,201510191200.0,9.816666666666666,96.66666666666669,0.8966666666666666,24.045333333333332
111,300201860,PONDEROSA,2015-10-19 00:00:00,Lightning,2015-10-19 00:00:00,0.1,A,40.06944444,-121.67138889,CA,4.62,201510191200.0,6.67,95.0,1.34,80.518
1504,300206835,CRANDALL,2015-10-19 00:00:00,Lightning,,0.1,A,38.17138889,-120.20027778,CA,8.866666666666667,201510191200.0,6.746666666666667,89.0,1.79,31.496
5872,300308387,,2015-10-19 00:00:00,Missing/Undefined,,0.01,A,38.705927,-121.364437,CA,5.664,201510191200.0,14.194,82.96,1.0125,
6076,300308605,SANTA FE DR / WINTON WY,2015-10-19 00:00:00,Miscellaneous,2015-10-19 00:00:00,0.4,B,37.385849,-120.61351299999998,CA,7.263333333333333,201510191200.0,13.065,91.015,1.0266666666666666,
575,300202370,WATERHOUSE,2015-10-19 00:00:00,Lightning,2015-10-19 00:00:00,0.01,A,38.20361111,-119.94277778,CA,4.8,201510191200.0,1.85,98.0,0.0,62.357000000000006
5772,300308279,HARBISON,2015-10-19 00:00:00,Missing/Undefined,,0.1,A,32.818558,-116.831376,CA,1.392,201510191200.0,16.555999999999997,92.0,0.5379999999999999,
1877,300209356,COMMUNITY 3,2015-10-19 00:00:00,Arson,2015-10-19 00:00:00,0.1,A,41.0658,-123.6736,CA,1.17,201510191200.0,11.67,92.0,0.9,18.034
5709,300308207,LOOP,2015-10-20 00:00:00,Missing/Undefined,2015-10-21 00:00:00,0.1,A,35.742113,-120.884268,CA,7.965,201510201200.0,9.72,93.0,0.895,34.29
6098,300308628,MAGIC MOUNTAIN RD  CAZADE,2015-10-20 00:00:00,Debris Burning,,0.01,A,38.472418,-123.048871,CA,6.4674999999999985,201510201200.0,12.085,91.0,0.3375,
5976,300308496,PAIUTE LN / PEAK RD,2015-10-20 00:00:00,Debris Burning,2015-10-20 00:00:00,0.1,A,40.441835,-120.663739,CA,4.736666666666667,201510201200.0,2.48,82.89333333333333,0.6633333333333333,29.718000000000004
5928,300308447,OROVILLE CHICO HWY  DRHM,2015-10-20 00:00:00,Debris Burning,2015-10-20 00:00:00,0.1,A,39.65968400000001,-121.748948,CA,7.512499999999998,201510201200.0,14.58,60.4475,3.2924999999999995,6.857999999999999
382,300202167,BUCK,2015-10-20 00:00:00,Lightning,2015-10-20 00:00:00,0.12,A,36.73166667,-118.86194444,CA,5.003333333333333,201510201200.0,1.67,80.0,2.2350000000000003,61.55266666666667
6090,300308620,CUESTA,2015-10-20 00:00:00,Miscellaneous,,1.0,B,35.31702199999999,-120.621168,CA,3.675,201510201200.0,14.7575,80.06,1.71,3.6830000000000003
5825,300308338,,2015-10-20 00:00:00,Missing/Undefined,,0.05,A,33.233333,-117.266666,CA,3.3433333333333333,201510201200.0,14.8,88.04,0.0,
5732,300308237,BELL,2015-10-20 00:00:00,Miscellaneous,,0.01,A,38.942022,-121.097008,CA,3.94,201510201200.0,10.8325,79.51666666666667,1.13,687.832
5635,300308128,PLEASANT VALLEY RD  PENN_,2015-10-20 00:00:00,Debris Burning,,0.05,A,39.267423,-121.196327,CA,5.745,201510201200.0,11.2225,66.66666666666667,1.153333333333333,14.732
5487,300307974,CLUB,2015-10-20 00:00:00,Missing/Undefined,2015-10-20 00:00:00,0.04,A,37.331215,-119.639237,CA,4.166,201510201200.0,7.4460000000000015,86.5,0.335,25.4
5741,300308246,AMESTI,2015-10-20 00:00:00,Missing/Undefined,2015-10-20 00:00:00,0.1,A,36.948772,-121.771442,CA,2.1875,201510201200.0,10.855,92.855,0.8025,3.556
5548,300308037,PORTOLA,2015-10-20 00:00:00,Miscellaneous,2015-10-20 00:00:00,0.01,A,33.521971,-117.019702,CA,6.1160000000000005,201510201200.0,14.1675,89.5,0.225,52.959
1711,300209146,BERRYESSA,2015-10-20 00:00:00,Lightning,2015-10-20 00:00:00,2.0,B,38.693153,-122.215255,CA,4.92,201510201200.0,18.89,45.0,4.92,1.27
5916,300308433,FOUNTAIN,2015-10-20 00:00:00,Lightning,2015-10-20 00:00:00,1.15,B,39.422167,-121.202167,CA,6.682499999999999,201510201200.0,11.59,56.0,4.02,20.447
5499,300307986,,2015-10-20 00:00:00,Miscellaneous,,0.1,A,38.756694,-121.208053,CA,4.8675,201510201200.0,12.4825,83.0,1.045,
5714,300308213,HERITAGE LAKE DR  MENI,2015-10-21 00:00:00,Equipment Use,2015-10-21 00:00:00,0.01,A,33.724734999999995,-117.148756,CA,6.6433333333333335,201510211200.0,13.15,63.0,0.7333333333333334,
5684,300308179,,2015-10-21 00:00:00,Miscellaneous,,0.01,A,38.624745,-121.204258,CA,2.81,201510211200.0,11.312,74.6,0.114,
5782,300308292,MAIN,2015-10-21 00:00:00,Miscellaneous,2015-10-21 00:00:00,0.78,B,40.094725,-122.217227,CA,4.205,201510211200.0,12.915,58.55,2.57,
5952,300308472,CHESTER,2015-10-21 00:00:00,Equipment Use,2015-10-21 00:00:00,0.25,A,37.081833,-121.610333,CA,3.015,201510211200.0,10.24,83.36666666666666,0.45,
378,300202163,BACON,2015-10-21 00:00:00,Lightning,2015-10-21 00:00:00,0.1,A,36.73305556,-118.93055556,CA,3.806666666666666,201510211200.0,2.223333333333333,55.0,2.235,61.63733333333332
5905,300308421,STERLING AV  HIGHLAND 103,2015-10-21 00:00:00,Arson,2015-10-21 00:00:00,1.0,B,34.119834000000004,-117.243645,CA,1.815,201510211200.0,15.0,83.0,0.0,14.224
6139,300308674,HOGAN,2015-10-21 00:00:00,Miscellaneous,2015-10-21 00:00:00,0.1,A,38.172881,-120.801955,CA,5.69,201510211200.0,11.105,71.38,0.905,23.114
1878,300209357,GEORGE,2015-10-21 00:00:00,Campfire,2015-10-21 00:00:00,0.1,A,41.0639,-123.6869,CA,1.2999999999999998,201510211200.0,8.33,96.0,0.9,18.160999999999998
5652,300308145,H17,2015-10-21 00:00:00,Miscellaneous,,0.01,A,38.578167,-122.836333,CA,4.25,201510211200.0,9.625,80.4875,0.6025,
5563,300308052,SHACKLEFORD,2015-10-21 00:00:00,Miscellaneous,2015-10-21 00:00:00,0.01,A,41.5923,-122.999433,CA,3.43,201510211200.0,8.33,71.0,0.9,22.606
5696,300308191,SHADY,2015-10-21 00:00:00,Miscellaneous,,1.0,B,36.940897,-119.429049,CA,7.622000000000001,201510211200.0,12.356,72.75,1.23,33.6804
5605,300308095,JOLON RD / HEINSEN RD,2015-10-21 00:00:00,Debris Burning,2015-10-21 00:00:00,0.1,A,35.87645999999999,-120.888278,CA,4.37,201510211200.0,8.89,89.0,0.0,9.017000000000001
5808,300308320,WAYNE,2015-10-21 00:00:00,Debris Burning,2015-10-21 00:00:00,8.0,B,39.385727,-121.5161,CA,8.479999999999999,201510211200.0,19.056666666666672,39.92666666666667,3.2266666666666666,19.812
6118,300308649,IRONGATE,2015-10-21 00:00:00,Missing/Undefined,2015-10-21 00:00:00,10.0,C,42.0078,-122.423233,CA,9.99,201510211200.0,7.78,54.0,6.7,313.436
5623,300308113,CLOVER,2015-10-21 00:00:00,Missing/Undefined,,0.01,A,38.576829,-122.533998,CA,5.66,201510211200.0,18.89,,,1.524
5897,300308413,KMART,2015-10-21 00:00:00,Missing/Undefined,2015-10-21 00:00:00,1.5,B,38.712439,-120.846415,CA,2.6166666666666667,201510211200.0,14.726666666666668,47.44,1.53,
5935,300308454,HWY 33  /W BAYVIEW RD,2015-10-22 00:00:00,Arson,2015-10-22 00:00:00,0.1,A,37.101734,-121.015831,CA,7.1866666666666665,201510221200.0,12.025,63.5,1.565,1.905
2154,300209820,STUMP,2015-10-22 00:00:00,Arson,2015-10-23 00:00:00,0.1,A,36.04475,-118.74222,CA,8.855,201510221200.0,11.39,49.0,1.34,54.102
6370,300318603,,2015-10-22 00:00:00,Equipment Use,,10.0,C,34.65,-118.783333,CA,7.643333333333333,201510221200.0,14.78,38.57,2.4,56.769
1880,300209359,PINE CREEK 17,2015-10-22 00:00:00,Arson,2015-10-22 00:00:00,0.1,A,41.0814,-123.7019,CA,4.976666666666667,201510221200.0,8.33,97.0,0.225,18.160999999999998
1103,300206380,PLUMMER 2,2015-10-22 00:00:00,Lightning,,0.1,A,38.61361111,-120.44694444,CA,7.005000000000001,201510221200.0,10.795,52.0,1.34,403.98699999999997
5579,300308068,SLOUGH,2015-10-22 00:00:00,Missing/Undefined,2015-10-22 00:00:00,0.05,A,40.883167,-124.144,CA,6.756,201510221200.0,12.05,97.5,0.385,
5949,300308469,,2015-10-22 00:00:00,Missing/Undefined,,0.1,A,39.383333,-121.05,CA,6.5200000000000005,201510221200.0,12.225,50.0,1.79,13.885333333333335
5556,300308045,ROCK,2015-10-22 00:00:00,Equipment Use,2015-10-23 00:00:00,0.01,A,39.636645,-121.396376,CA,8.44,201510221200.0,15.56,43.0,6.26,35.052
5598,300308088,PIER,2015-10-22 00:00:00,Arson,2015-10-22 00:00:00,0.06,A,35.10556500000001,-120.630422,CA,6.195,201510221200.0,13.0875,80.77250000000002,0.1275,
6132,300308666,HIGHWAY 2,2015-10-22 00:00:00,Missing/Undefined,2015-10-22 00:00:00,0.01,A,36.66346400000001,-119.726703,CA,5.54,201510221200.0,14.05,82.14,1.04,
1879,300209358,PINE CREEK 16,2015-10-22 00:00:00,Arson,2015-10-22 00:00:00,0.5,B,41.0972,-123.7117,CA,5.736666666666667,201510221200.0,8.33,97.0,0.225,18.160999999999998
6412,300320998,,2015-10-22 00:00:00,Missing/Undefined,,1.0,B,34.9,-118.2,CA,4.923333333333334,201510221200.0,9.63,59.33333333333334,0.3,
5926,300308445,INDIAN RANCHERIA RD  NEWC,2015-10-22 00:00:00,Debris Burning,,0.1,A,38.875611,-121.088291,CA,3.4625000000000004,201510221200.0,15.8175,43.515,2.7466666666666666,687.832
5617,300308107,HWY 49  / BELL RD,2015-10-22 00:00:00,Miscellaneous,,0.01,A,38.942022,-121.097008,CA,3.94,201510221200.0,14.69,54.67666666666667,2.283333333333333,687.832
5675,300308169,,2015-10-22 00:00:00,Arson,,1.0,B,37.796056,-121.498112,CA,8.45,201510221200.0,17.5,,2.33,
5873,300308388,EUCALYPTUS AV / DWIGHT WY,2015-10-23 00:00:00,Miscellaneous,2015-10-23 00:00:00,0.01,A,37.404063,-120.704707,CA,8.625,201510231200.0,13.9,,0.38,
